round,heights,series,VL,dipt,morph,г|ҥ,н|ҥ,нь|й,assim,CL,г|к,ч|с,һ|ч,б|м,к|х,һ|с,г|ҕ,final,Com,Total,SIM,ҺАКАЛЫЫ,САХАЛЫЫ,НЬУУЧЧАЛЫЫ,GROUP,POS,,ҺАКАЛЫЫ_ex,САХАЛЫЫ_ex,НЬУУЧЧАЛЫЫ_ex,Agent
,,,,,,,,,,,,,,,,,,,,,100,алта,алта,шесть,53,num,числительное,кэргэнин көрбөтөгө алта ый буолла,дьонун көрбөтөҕө алта ый буолла,он шесть месяцев не видел своих родных,
,,,,,,,,,,,,,,,,,,,,,100,алта уон,алта уон,шестьдесят,53,num,числительное,,,,
,,,,,1,,,,,,,,,,,,,,,,50,алта уоннаак,алта уонус,шестидесятые,53,n,время,,,,
,,,,,,,,,,,,,,,,,,,,,0,алтакаан,алтыайах,"только шесть, шестеро",53,num,числительное,алтакааӈӈыт дуу? ,алтыайаххыт дуу? ,вас только только шестеро?,
,,,,,s,,,,,,,,,,,,,,12,15,80,алтыан,алтыа,шестеро,53,num,числительное,,эһиги алтыаҕыт,вас шестеро,
,,,,,,,,,,,,,,,,,,,,,100,алтыан,алтыан,шестеро,53,num,числительное,эһиги алтыаӈӈыт,эһиги алтыаҥҥыт,вас шестеро,
,,,,,,,,,,,,,,,,,,,,,100,алтыс,алтыс,шестой,53,num,числительное,аалтыс ый көмүөл ый аата,алтыс ый бэс ыйа аата,шестой месяц называется июнь,
,,,,,,,,,,,,,,,,,,,,,100,алаадьы <sup>рус</sup>,алаадьы <sup>рус</sup>,оладьи,54,n,еда,арыылаак алаадьы логлоччу ууруллубут,арыылаах алаадьы өрөһөлүү ууруллубут,жирные оладьи сложены в стопку,
,,,,,,,,,,,,,,,,,,,,,0,аны,билигин,сейчас,55,adv,время,,,,
,,,,,,,,,,,,,,,,,,,,,0,аныгы,билиҥҥи,"нынешний, теперешний",55,adj,время,,,,
,,,,,,,,,,,,,,,,,,,,,0,"аныкаан, һаны, һаныкаан",сибилигин,"прямо сейчас, сейчас же, сию минуту",55,adv,время,,,,
,,,1,,,,,,,,,,,,,,,,17,18,94,анныкыы,анныкы,нижний,56,adj,,анныкыы колорук,анныкы долбуур,нижняя полка,
,,,,,,,,,,,,,,,,,,,,,0,"аакуу, аакуо <sup>нган</sup>",,ручной олень,57,n,оленеводство,аакуу илииттэн аһыыр,,ручной олень ест с рук,
,,,,,,,,,,,,,,,,,,1,11,12,92,уучак <sup>эвенк</sup>,уучах <sup>эвенк</sup>,верховой олень,57,n,оленеводство,уучакка миинэн олорбута,уучаҕы миинэн олорбута,он оседлал верхого оленя,
,,,,,,,,,,,,,,,,,,,9,21,43,ньуӈууһут <sup>эвенк</sup>,ньуоҕу <sup>эвенк</sup>,"передовой олень, идущий впереди в упряжи",57,n,оленеводство,муӈ үчүгүөй ньуӈууһуту көлүйбүтэ,саамай үчүгэй ньуоҕуну көлүйбүтэ,он запряг лучшего передового,1
,,,,,,,,,,,,,,,,,,,,,100,аӈар,аҥар,половина,58,n,,айаммыт аӈара кэннибитигэр каалла,айаммыт аҥара кэннибитигэр хаалла,мы прошли половину пути,
,,,,,,,,,,,,,,,,,,,,,100,аӈардаа,аҥардаа,делить пополам,58,n,,килиэби аӈардыыбыт,килиэби аҥардыыбыт,мы делим хлеб пополам,
,,,,,,,,,,,,,,,,,,,,,50,аӈардара,сорохтор,"другие, остальные",58,pron,местоимение,"һороктор чээлкээлэр, аӈардара каралар","сорохтор үрүҥнэр, сорохтор харалар","некоторые белые, остальные черные",
,,,,,,,,,,,,,,,,,,,,,50,аӈар,,некоторый,58,pron,местоимение,,,,
,,,,,,,,,,,,,,,,1,,1,14,15,93,һорок,сорох,некоторый,58,pron,местоимение,сорох дьактардар атыннык гыналлар,сорох дьахталлар атыннык гыналлар,некоторые женщины делают по-другому,
,,,,,,,,,,,,,,,,,,,,,0,атаакии <sup>эвенк</sup>,,паук,59,n,животные,,,паутина,
,,,,,,,,,,,,,,,,,,,,,0,,ооҕуй,паук,59,n,животные,,,,
,,,,,,,,,,,,,,,,,,,,,0,аргыы,,паутина,59,n,животные,һаксырга аргыыга хаптарда,,,
,,,,,,,,,,,,,,,,,,,,,0,,"ооҕуй ситимэ
ооҕуй илимэ",паутина,59,n,животные,,,,
,,,,,,,,,,,,,,,,,,,,,100,орто,орто,середина,59,n,,ортотунан быһыӈ,ортотунан быһыҥ,разрежьте по середине,
,,,,,,,,,,,,,,,,,,,,,100,бигэ,бигэ,"крепкий, прочный",60,adj,,бигэ быа,бигэ быа,прочная верёвка,
,,,,,,,,,,,,,,,,,1,,11,12,92,бөгө,бөҕө,"сильно, много",60,part,,тыас бөгө буолбут,тыас бөҕө буолбут,поднялся сильный шум,
,,,,,,,,,,,,,,,,,,,,,100,бөрө,бөрө,волк,61,n,животные,бөрөлөр аччыктар,бөрөлөр аччыктар,волки голодные,
,,,,,,,,,,,,,,,,,,,,,0,мордьоо <sup>эвенк</sup>,,курительная трубка,62,n,,мордьоону һиммитэ,,он набил трубку,
,,,,,r,,,,,,,,,,,,,,7,12,58,"нааӈса <sup>Тунг, Монг < кит</sup>","хамса <sup>эвенк > Тунг, Монг < кит</sup>",курительная трубка,62,n,,илиилэригэр нааӈсалара буруолаһаллар,илиилэригэр хамсалара буруолаһаллар,у них в руках дымятся трубки,
,,,,,,,,,,,,,,,,,,,,,100,тарт,тарт,"тянуть, тащить",62,v,,илими бары күүспүнэн тардабын,илими бары күүспүнэн тардабын,я изо всех сил тяну сеть,
,,,,,,,,,,,,,,,,,,,,,50,тарт,табаҕы тарт,курить,62,v,,тардыак этим даа уота һуокпун,табаҕы тардыах этим даа уота суохпун,"я бы закурил, да огня нет",
,,,,,,,,,,,,,,1,,,,,8,9,89,буус,муус,лёд,63,n,природа,буус үстүн каамабыт,муус устун хаамабыт,мы идём по льду,
,,,,,,,,,,,,,,,,,,,,,100,булуус,булуус,"ледник, мерзлотник",63,n,природа,балыгы булууска түһэрэбит,балыгы булууска түһэрэбит,мы спускаем рыбу в ледник,
,,,,,,,,,,,,,,,,,,,,,50,булуус,ирбэт тоҥ,вечная мерзлота,63,n,природа,булуус ирэр,ирбэт тоҥ ирэр,вечная мерзлота тает,
,,,,,,,,,,,,,,,,,,,,,0,дьабыла,,высокие чулки из оленьей стриженой шкуры мехом вовнутрь,64,n,одежда,уус дьактар дьабыла тигэр,,мастерица шьёт тёплые носки,
,,,,,,,,,,,,,,,,,,,,,0,,уктас,тёплые носки под зимнюю обувь; носки из оленьей шкуры шерстью внутрь,64,n,одежда,,,,
,,,,,,,,,,,,,,,,,,,19,21,90,кэчиинчэ,кэтинчэ,короткие меховые носки,64,n,одежда,,,,
,,,,,,,,,,,,,,,,,,,,,100,бөлүүн,бөлүүн,"этой ночью, прошедшей ночью",65,adv,время,бөлүүн утуйбата,бөлүүн утуйбата,этой ночью он не спал,
,,,,,,,,,,,,,,,,,,,,,100,бөлүүӈӈү,бөлүүҥҥү,"этой ночи, прошедшей ночи",65,adj,время,,бөлүүҥҥү түүлүм,"сон, который приснился прошлой ночью",
,,,,,,,,,,,,,,,,,,,,,100,бүгүн,бүгүн,сегодня,521,adv,время,бүгүн дьиэбэр һынньана олоробун,бүгүн дьиэбэр сынньана олоробун,сегодня я отдыхаю дома,
,,,,,,,,,,,,,,,,,,,,,100,бүгүӈӈү,бүгүҥҥү,сегодняшний,521,adj,время,,,,
,,,,,,,,,,,,,,,,,,,,,100,күн,күн,"1. день
2. солнце",521,n,"время, природа",,,,
,,,,,,,,,,,,,,,,,,,,,100,түүн,түүн,ночь,65,n,время,,,,
,,,,,,,,,,,,,,,,,,,,,100,түүӈӈү,түүҥҥү,ночной,65,adj,время,гуорат түүӈӈү уоттара,куорат түүҥҥү уоттара,ночные огни города,
,,,,,,,,,,,,,,,,,,,,,100,биһик,биһик,"колыбель, люлька",66,n,дети,биһик ыйанан турар,биһик ыйанан турар,колыбель висит,
,,,,,,,,,,,,,,,,,,,,,100,түһээ,түһээ,присниться,67,v,,тугу түһээтиӈ?,тугу түһээтиҥ?,что тебе приснилось?,
,,,,,,,,,,,,,,,,,,1,10,12,83,аньак,айах,рот,68,n,организм,аньагым катта,айаҕым хатта,у меня во рту пересохло,
,,,,,,,,,,,,,,,,,,,,,100,бүтүгэс,бүтүгэс,самый последний,69,adj,,бүтүгэс тыыннаак каалбыт быстыбыта,бүтүгэс тыыннаах хаалбыт быстыбыта,"последний, оставшийся в живых, умер",
,,,,,,,,,,,,,,,,,,,,,100,буор,буор,"земля, почва, грунт",70,n,природа,,,,
,,,,,,,,,,,,,,,,,,,,,0,билээ <sup>эвенк</sup>,,"1. грязь, 2. глина",70,n,природа,,,,
,,,,,,,,,,,,,,,,,,,,,100,туой,туой,глина,70,n,природа,туойунан манчыык һыбаан оӈорор,туойунан манчыык сыбаан оҥорор,он лепит манки из глины,
,,,,,,,,,,,,,,,,,,,,,100,дьадаӈы,дьадаҥы,"бедный, скудный",71,adj,физические качества,балыгынан дьадаӈы үрэк,балыгынан дьадаҥы өрүс,бедная рыбой река,
,,,,,,,,,,,,,,,,,,,,,0,,биэдирэ <sup>рус</sup>,ведро,72,n,посуда,,,,
,,,,,,,,,,,,,,,,,,,,,0,"кокочо (ниж.)
кокороок (верх.)",,ведро,72,n,посуда,"кокочо түгэгэ кайагастаак (ниж.)
кокороок түгэгэ кайагастаак (верх.)",,дно ведра дырявое,
,,,,,,,,,,,,,,,,,,,7,15,47,һолуур,солуур,"кастрюля, котёл (һакалыы) 
ведро (сахалыы) ",72,n,посуда,,,,
,,,,,,,,,,,,,,,,,,,,,0,улакан һолуур,олгуй,большой котёл,72,n,посуда,гини улакан һолуур һага мэньиилээк,кини олгуй саҕа бастаах,у него голова размером с большой котёл,
,,,,,,,,,,,,,,,,,,1,14,15,93,түгэк,түгэх,дно,73,n,природа,муора түгэгэр тийбитэ,муора түгэҕэр тиийбитэ,он достиг дна моря,
,,,,,,,,,,,,,,,,,,,,,0,һуруллар,,фамилия,74,n,общество,һурулларыӈ кимий?,,какая у тебя фамилия?,
,,,,,,,,,,,,,,,,,,,,,0,,араспаанньа <sup>рус</sup>,фамилия,74,n,общество,,,,
,,,,,,,,,,,,,,,,1,,1,14,15,93,һамак,самах,промежность,75,n,"организм, одежда",һыалыйам һамага кайдыбыт,ыстааным самаҕа хайдыбыт,мои штаны порваны в промежности,
